Vatten_ID,EU_CD,AdmUnit,WaterCategory,Region,Type,WB_name,RiverCatchmentSize,RiverSlope,LakeDepthCategory,LakeAlkalinity,LakeHumus,CoastDepthCategory,CoastStratification,CoastSalinity,CoastExposure,CoastResidenceTime,CoastSediment,CoastIceCover,LakeAltitude,AreaAgriculturePct,TPagricultureRefCond,Nutrient_loading,Organic_loading,Acidification,Harmful_substances,Hydrological_changes,Morphological_changes
WA99583386,SE685669-130725,Bottenhavet,LW,Norra Sverige 200-800 m,3GLB,Skäfttjärnen,,,<3 m,<1 meq/l,>30 mg Pt/l,,,,,,,,751.57963158,,,No,No,No,Yes,No,No
WA99588814,SE634796-149257,Södra Östersjön,LW,Södra Sverige,1MLB,Moren,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,166.69999695,,,No,No,Yes,No,No,No
WA99595948,SE697311-145816,Bottenhavet,LW,Norra Sverige 200-800 m,3MLK,Bodsjön,,,3-15 m,<1 meq/l,<30 mg Pt/l,,,,,,,,307.54998779,,,No,No,Yes,Yes,No,Yes
WA99623686,SE719899-143903,Bottenhavet,LW,Norra Sverige 200-800 m,3MLB,Raptejaure,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,632.5300293,,,No,No,No,Yes,No,Yes
WA99627860,SE706672-167201,Bottenhavet,LW,Norra Sverige <200 m,2GLB,Svartvattnet,,,<3 m,<1 meq/l,>30 mg Pt/l,,,,,,,,171.80163048,,,No,No,Yes,Yes,No,No
WA99633507,SE661581-131055,Västerhavet,LW,Södra Sverige,1MLB,Älgsjön,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,180.00066416,,,No,No,Yes,Yes,Yes,Yes
WA99643651,SE726256-159508,Bottenviken,LW,Norra Sverige 200-800 m,3MLK,Austräsket,,,3-15 m,<1 meq/l,<30 mg Pt/l,,,,,,,,339.42001343,,,No,No,No,Yes,No,No
WA99648392,SE704587-152123,Bottenhavet,LW,Norra Sverige 200-800 m,3MLK,Lill-Grössjön,,,3-15 m,<1 meq/l,<30 mg Pt/l,,,,,,,,273.01998901,,,No,No,No,Yes,Yes,Yes
WA99653780,SE715354-169878,Bottenviken,LW,Norra Sverige 200-800 m,3MLB,Vägsjön,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,243.91999817,,,No,No,No,Yes,No,Yes
WA99662531,SE687218-145653,Bottenhavet,LW,Norra Sverige 200-800 m,3MLB,Kvarnsjön,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,393.3999939,,,No,No,No,Yes,Yes,Yes
WA99699091,SE730325-174930,Bottenviken,LW,Norra Sverige <200 m,2MLB,Lule-Altervattnet,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,77.879997253,,,No,No,No,Yes,No,No
WA99728300,SE725905-168931,Bottenviken,LW,Norra Sverige 200-800 m,3MLB,Ledvattnet,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,308.88000488,,,No,No,No,Yes,No,No
WA99728674,SE745854-167454,Bottenviken,LW,Norra Sverige 200-800 m,3MLB,Måskejaure,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,442.3999939,,,No,No,No,Yes,No,No
WA99731539,SE755044-175604,Bottenviken,LW,Norra Sverige 200-800 m,3MLB,Tuolpukkajärvi,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,384.17001343,,,No,No,No,Yes,No,No
WA99741510,SE725222-159325,Bottenviken,LW,Norra Sverige 200-800 m,3MLK,Hemsjön,,,3-15 m,<1 meq/l,<30 mg Pt/l,,,,,,,,319,,,No,No,No,Yes,No,No
WA99750332,SE707013-148808,Bottenhavet,LW,Norra Sverige 200-800 m,3MHK,Låsjön,,,3-15 m,>1 meq/l,<30 mg Pt/l,,,,,,,,288,,,No,No,No,Yes,Yes,Yes
WA99759182,SE708093-157626,Bottenhavet,LW,Norra Sverige 200-800 m,3MLB,Mossaträsksjön,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,425.3999939,,,No,No,No,Yes,No,No
WA99765016,SE689897-147172,Bottenhavet,LW,Norra Sverige 200-800 m,3MLB,Sundsjön,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,307.83659759,,,No,No,No,Yes,No,No
WA99769255,SE682284-143161,Bottenhavet,LW,Norra Sverige 200-800 m,3GLB,Södra Gällsjön,,,<3 m,<1 meq/l,>30 mg Pt/l,,,,,,,,522.35998535,,,No,No,Yes,Yes,No,Yes
WA99775893,SE669828-161229,Norra Östersjön,LW,Södra Sverige,1GHB,Åkerbysjön,,,<3 m,>1 meq/l,>30 mg Pt/l,,,,,,,,27.700000763,,,No,No,No,Yes,No,Yes
WA99856459,SE745113-171209,Bottenviken,LW,Norra Sverige 200-800 m,3MLK,Harrträsket,,,3-15 m,<1 meq/l,<30 mg Pt/l,,,,,,,,395.17999268,,,No,No,No,Yes,No,No
WA99859623,SE654491-160230,Norra Östersjön,LW,Södra Sverige,1MHK,Kyrksjön (Hölö),,,3-15 m,>1 meq/l,<30 mg Pt/l,,,,,,,,9.4600000381,,,Yes,No,No,Yes,No,Yes
WA99874570,SE681247-149066,Bottenhavet,LW,Norra Sverige 200-800 m,3MLK,Loftssjön,,,3-15 m,<1 meq/l,<30 mg Pt/l,,,,,,,,296.8999939,,,No,No,No,Yes,No,Yes
WA99934431,SE655208-152911,Norra Östersjön,LW,Södra Sverige,1MLB,Floden,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,27.056483282,,,Yes,No,No,Yes,No,No
WA99937904,SE746556-165233,Bottenviken,LW,Norra Sverige 200-800 m,3MLK,Pajep Appojaure,,,3-15 m,<1 meq/l,<30 mg Pt/l,,,,,,,,510.77999878,,,No,No,No,Yes,No,No
WA99947414,SE690855-132070,Bottenhavet,LW,Norra Sverige 200-800 m,3MLK,Stor-Våndsjön,,,3-15 m,<1 meq/l,<30 mg Pt/l,,,,,,,,785.34002686,,,No,No,No,Yes,No,No
WA99961615,SE666556-150149,Norra Östersjön,LW,Södra Sverige,1MLB,Ungen,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,156.75999451,,,No,No,Yes,Yes,No,Yes
WA99969209,SE706792-161568,Bottenhavet,LW,Norra Sverige 200-800 m,3GLB,Rödtjärnen,,,<3 m,<1 meq/l,>30 mg Pt/l,,,,,,,,366.13141317,,,No,No,Yes,Yes,No,No
WA99971444,SE002-159-L,Västerhavet,LW,Norra Sverige 200-800 m,3---,Halsjön,,,,,,,,,,,,,,,,No,No,Yes,Yes,No,No
WA99982273,SE715003-161038,Bottenviken,LW,Norra Sverige 200-800 m,3MLB,Granträsket,,,3-15 m,<1 meq/l,>30 mg Pt/l,,,,,,,,453.07998657,,,No,No,No,Yes,No,Yes
WA99999719,SE737631-150925,Bottenviken,LW,Norra Sverige >800 m,4MLK,WA99999719,,,3-15 m,<1 meq/l,<30 mg Pt/l,,,,,,,,1078.4000244,,,No,No,No,Yes,No,No
WA10135383,SE641250-210560,Bottenviken,CW,Bottenviken,22,Gumbodafjärden,,,,,,,Partly stratified,Variable,Variable,10-40 d,Mixed,>150 d,,,,Yes,No,No,Yes,No,No
WA10574943,SE583710-111535,Västerhavet,CW,Västerhavet,01n,Fjällbacka inre skärgård,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA10861136,SE601250-182570,Norra Östersjön,CW,Bottenhavet,16,Dragsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA11040750,SE621265-173125,Bottenhavet,CW,Bottenhavet,19,Björköfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Exposed,<10 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,Yes
WA11048840,SE575782-165143,Södra Östersjön,CW,Egentliga Östersjön,12s,Erskärområdet sek namn,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA11249942,SE601000-184030,Norra Östersjön,CW,Bottenhavet,16,Singöfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA11288751,SE622795-174565,Bottenhavet,CW,Bottenhavet,18,Åvikebukten,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA11434006,SE653870-235570,Bottenviken,CW,Bottenviken,23,Enskärsfjärden,,,,,,,Partly stratified,Variable,Exposed,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA11443142,SE582147-111771,Västerhavet,CW,Västerhavet,01n,Kungshamn s skärgård,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA11749885,SE604900-171700,Bottenhavet,CW,Bottenhavet,17,Hilleviksfjärden,,,,,,,Partly stratified,Variable,Exposed,<10 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA11837918,SE645670-214290,Bottenviken,CW,Bottenviken,23,Sandvikssundet,,,,,,,Partly stratified,Variable,Exposed,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA11973374,SE592000-190500,Norra Östersjön,CW,Egentliga Östersjön,15,Björkskärsfjärden,,,,,,,Partly stratified,Variable,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA12109072,SE580610-113615,Västerhavet,CW,Västerhavet,01n,Kalvöfjorden,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA12117547,SE582630-165210,Södra Östersjön,CW,Egentliga Östersjön,12s,Lönshuvudfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA12302763,SE575480-184830,Södra Östersjön,CW,Egentliga Östersjön,11,Kappelshamnsviken,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Hard,<90 d,,,,Yes,No,No,Yes,No,No
WA12344255,SE574820-163550,Södra Östersjön,CW,Egentliga Östersjön,12s,Yttre Gamlebyviken,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA12448377,SE580150-191251,Södra Östersjön,CW,Egentliga Östersjön,11,Fårö n kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Hard,<90 d,,,,Yes,No,No,Yes,No,No
WA12569430,SE581200-112960,Västerhavet,CW,Västerhavet,02,Malö Strömmar,,,,,,,Partly stratified,Polyhaline 18-30,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA12768046,SE581960-164890,Södra Östersjön,CW,Egentliga Östersjön,12s,Korsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,No
WA12817029,SE561030-122821,Södra Östersjön,CW,Västerhavet,05,N Öresunds kustvatten,,,,,,,Stratified,Polyhaline 18-30,Exposed,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,Yes
WA12895460,SE594800-190220,Norra Östersjön,CW,Egentliga Östersjön,12n,Björköfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA13123139,SE584067-171125,Norra Östersjön,CW,Egentliga Östersjön,12n,Ålöfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA13364303,SE732081-888706,Bottenviken,CW,Bottenviken,22,Bodöfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,Yes
WA13379657,SE582070-164820,Södra Östersjön,CW,Egentliga Östersjön,12s,Lagnöströmmen,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,No
WA13489451,SE581365-112910,Västerhavet,CW,Västerhavet,02,Snäckedjupet,,,,,,,Partly stratified,Polyhaline 18-30,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA13547710,SE593820-185500,Norra Östersjön,CW,Egentliga Östersjön,12n,Blidösund,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA13577979,SE654000-222430,Bottenviken,CW,Bottenviken,22,S. Sigfridsöfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,Yes
WA13582776,SE575335-165000,Södra Östersjön,CW,Egentliga Östersjön,12s,Kåröområdet,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA13941202,SE573860-115000,Västerhavet,CW,Västerhavet,01s,Asperöfjorden sek namn,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA13951814,SE580890-165500,Södra Östersjön,CW,Egentliga Östersjön,12s,Flisdjupet,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA13964985,SE560810-153980,Södra Östersjön,CW,Egentliga Östersjön,08,Östra fjärden,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA14015905,SE585145-175690,Norra Östersjön,CW,Egentliga Östersjön,12n,Gårdsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA14529553,SE593000-193000,Norra Östersjön,CW,Egentliga Östersjön,15,Högfjärden,,,,,,,Partly stratified,Variable,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA14601398,SE583926-161744,Södra Östersjön,CW,Egentliga Östersjön,13,Inre Bråviken,,,,,,,Partly stratified,Variable,Sheltered,10-40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA14727562,SE574630-113940,Västerhavet,CW,Västerhavet,01s,Källö fjord,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA15264917,SE622011-146303,Södra Östersjön,CW,Egentliga Östersjön,09,Mellersta Blekinge skärgårds kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA15346785,SE613500-172500,Bottenhavet,CW,Bottenhavet,16,Agöfjärden sek namn,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA15347119,SE575880-164000,Södra Östersjön,CW,Egentliga Östersjön,12s,Gisslöfjärden sek namn,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA15662723,SE584960-175280,Norra Östersjön,CW,Egentliga Östersjön,12n,Dragfjärden sek namn,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA15800953,SE585290-110830,Västerhavet,CW,Västerhavet,01n,N Yttre Tjärnöarkipelage,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA15844442,SE580205-165162,Södra Östersjön,CW,Egentliga Östersjön,12s,Kvädöfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA15887752,SE631840-191130,Bottenhavet,CW,Bottenhavet,18,Husumbukten,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,No,No,No,Yes,Yes,Yes
WA15941556,SE561000-152500,Södra Östersjön,CW,Egentliga Östersjön,08,Kålfjärden,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA16072643,SE635300-205251,Bottenviken,CW,Bottenviken,21,N n Kvarkens kustvatten,,,,,,,Partly stratified,Variable,Exposed,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA16074343,SE631406-185500,Bottenhavet,CW,Bottenhavet,18,Havsfjärden sek namn,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA16216440,SE590200-173765,Norra Östersjön,CW,Egentliga Östersjön,12n,Stavbofjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA16249473,SE582500-113890,Västerhavet,CW,Västerhavet,02,Saltkällefjorden,,,,,,,Partly stratified,Polyhaline 18-30,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA16499529,SE580500-114725,Västerhavet,CW,Västerhavet,02,Askeröfjorden,,,,,,,Partly stratified,Polyhaline 18-30,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA16515928,SE631346-184241,Bottenhavet,CW,Bottenhavet,18,Bäckfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA16824177,SE585170-175445,Norra Östersjön,CW,Egentliga Östersjön,12n,Nynäsviken,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,No
WA16899468,SE575150-190400,Södra Östersjön,CW,Egentliga Östersjön,10,Fårösund,,,,,,,Mixed,Mesohaline 6-18,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA17065726,SE592400-181860,Norra Östersjön,CW,Egentliga Östersjön,24,Tallaröfjärden,,,,,,,Partly stratified,Variable,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA17135385,SE631450-185200,Bottenhavet,CW,Bottenhavet,18,Nötbolandsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,No,No,No,Yes,Yes,Yes
WA17146996,SE652450-222116,Bottenviken,CW,Bottenviken,22,Sandgrönnfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA17246945,SE565800-163000,Södra Östersjön,CW,Egentliga Östersjön,08,Lövöområdet sek namn,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA17300549,SE592435-182400,Norra Östersjön,CW,Egentliga Östersjön,24,Rindösundet,,,,,,,Partly stratified,Variable,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA17311472,SE644070-211650,Bottenviken,CW,Bottenviken,22,Skelleftehamnsfjärden (Kallholmsfjärden),,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,Yes,Yes
WA17424510,SE584670-111300,Västerhavet,CW,Västerhavet,01n,Tanumskilen,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA17489705,SE582050-165820,Södra Östersjön,CW,Egentliga Östersjön,12s,Kärrfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA17591422,SE628750-183300,Bottenhavet,CW,Bottenhavet,19,Sörleviken,,,,,,,Partly stratified,High oligohaline 3-6,Exposed,<10 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA17695227,SE592290-181600,Norra Östersjön,CW,Egentliga Östersjön,24,Askrikefjärden,,,,,,,Partly stratified,Variable,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA17701952,SE591050-182320,Norra Östersjön,CW,Egentliga Östersjön,12n,Åvaviken,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,Yes
WA17938537,SE560895-145500,Södra Östersjön,CW,Egentliga Östersjön,08,Sandviksfjärden,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA18193703,SE573500-164660,Södra Östersjön,CW,Egentliga Östersjön,12s,Misterhults skärgårds inre kustvatten,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA18227381,SE561000-153320,Södra Östersjön,CW,Egentliga Östersjön,08,Danmarksfjärden,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA18466637,SE0101010202-C,Västerhavet,CW,Västerhavet,02,Idefjorden huvudbassäng,,,,,,,Partly stratified,Polyhaline 18-30,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA18770572,SE611600-171500,Bottenhavet,CW,Bottenhavet,16,Sandarnesfjärden sek namn,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA18867043,SE574520-182151,Södra Östersjön,CW,Egentliga Östersjön,11,Gotlands nv kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Hard,<90 d,,,,Yes,No,No,Yes,No,No
WA18974073,SE594670-185500,Norra Östersjön,CW,Egentliga Östersjön,12n,Norrtäljeviken,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA19432633,SE575620-191550,Södra Östersjön,CW,Egentliga Östersjön,10,Sudersandsviken,,,,,,,Mixed,Mesohaline 6-18,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA19562624,SE552670-142281,Södra Östersjön,CW,Egentliga Östersjön,07,Sandhammaren-Simrishamn,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Sand/gravel,<90 d,,,,Yes,No,No,Yes,No,No
WA19586762,SE611766-171305,Bottenhavet,CW,Bottenhavet,16,Midsommarfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA19927154,SE625710-183000,Bottenhavet,CW,Bottenhavet,18,Omnefjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA20257349,SE561480-148220,Södra Östersjön,CW,Egentliga Östersjön,08,Stärnö Sandvik,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA20826862,SE603000-181500,Norra Östersjön,CW,Bottenhavet,16,Öregrundsgrepen,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA20961615,SE591050-182740,Norra Östersjön,CW,Egentliga Östersjön,12n,Gränöfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA21041663,SE590990-174015,Norra Östersjön,CW,Egentliga Östersjön,24,Igelstaviken,,,,,,,Partly stratified,Variable,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA21122787,SE575760-112671,Västerhavet,CW,Västerhavet,03,Hjärteröfjorden,,,,,,,Stratified,Variable,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA21471963,SE574450-165451,Södra Östersjön,CW,Egentliga Östersjön,14,Västerviks kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA21482108,SE575060-164170,Södra Östersjön,CW,Egentliga Östersjön,12s,Smågöfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,No
WA21514236,SE634200-202033,Bottenviken,CW,Bottenviken,20,Österfjärden,,,,,,,Partly stratified,Variable,Variable,10-40 d,Mixed,>150 d,,,,Yes,No,No,Yes,Yes,Yes
WA21593454,SE592468-182000,Norra Östersjön,CW,Egentliga Östersjön,24,Norra Vaxholmsfjärden,,,,,,,Partly stratified,Variable,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA21617206,SE594800-190655,Norra Östersjön,CW,Egentliga Östersjön,12n,N Lidöfjärden sek namn,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA21701435,SE592575-181770,Norra Östersjön,CW,Egentliga Östersjön,24,Överbyfjärden,,,,,,,Partly stratified,Variable,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA21723833,SE572472-120302,Västerhavet,CW,Västerhavet,01s,Inre Kungsbackafjorden,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA21787226,SE654200-222920,Bottenviken,CW,Bottenviken,22,Tistersöfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA21835579,SE625180-181655,Bottenhavet,CW,Bottenhavet,18,Gaviksfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA21864287,SE585600-110880,Västerhavet,CW,Västerhavet,01n,Strömstadsfjorden,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA22189516,SE625416-182696,Bottenhavet,CW,Bottenhavet,18,Edsätterfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA22245665,SE652465-214080,Bottenviken,CW,Bottenviken,22,Bastafjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,Yes,No,No,Yes,Yes,Yes
WA22406332,SE582000-112350,Västerhavet,CW,Västerhavet,01n,Yttre Brofjorden,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA22437208,SE654291-224000,Bottenviken,CW,Bottenviken,22,Bergöfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA22475309,SE654330-222200,Bottenviken,CW,Bottenviken,22,N. Sigfridsöfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA22590357,SE592515-182020,Norra Östersjön,CW,Egentliga Östersjön,24,Kodjupet,,,,,,,Partly stratified,Variable,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
