Vatten_ID,EU_CD,Municipality,Municipality_no
WA32198266,SE707933-160993,Örnsköldsvik,2284
WA32205645,SE667720-142163,Ludvika,2085
WA32206751,SE749778-170912,Gällivare,2523
WA32226300,SE652485-146319,Askersund,1882
WA32230852,SE742090-153700,Arjeplog,2506
WA32232221,SE709644-158994,Åsele,2463
WA32242705,SE664515-697217,Norrtälje,0188
WA32276231,SE311-1360-L,Härjedalen,2361
WA32294243,SE722532-175259,Skellefteå,2482
WA32294302,SE627971-149852,Nybro,0881
WA32299297,SE646063-146749,Mjölby,0586
WA32315613,SE689167-142947,Härjedalen,2361
WA32325005,SE705194-148980,Strömsund,2313
WA32337273,SE732082-146136,Storuman,2421
WA32374180,SE729320-147860,Storuman,2421
WA32379866,SE674387-142176,Mora,2062
WA32390582,SE729418-148399,Storuman,2421
WA32397380,SE682242-136937,Älvdalen,2039
WA32449193,SE637521-150480,Hultsfred,0860
WA32464039,SE638486-135731,Tranemo,1452
WA32471358,SE641254-734047,Gotland,0980
WA32479583,SE677088-156297,Gävle,2180
WA32479583,SE677088-156297,Söderhamn,2182
WA32485597,SE720443-172685,Skellefteå,2482
WA32505112,SE632748-130965,Falkenberg,1382
WA32550907,SE623815-141620,Kristianstad,1290
WA32550907,SE623815-141620,Olofström,1060
WA32571740,SE711521-165656,Lycksele,2481
WA32581893,SE736200-162501,Arjeplog,2506
WA32588341,SE751916-172971,Kiruna,2584
WA32603594,SE748687-172217,Gällivare,2523
WA32628742,SE691167-134122,Härjedalen,2361
WA32634940,SE686941-142597,Härjedalen,2361
WA32664428,SE695435-131610,Härjedalen,2361
WA32685863,SE705032-152373,Sollefteå,2283
WA32722302,SE666694-154311,Sala,1981
WA32770927,SE729462-172866,Älvsbyn,2560
WA32774326,SE729396-164988,Arvidsjaur,2505
WA32778755,SE719304-142061,Strömsund,2313
WA32786566,SE631249-147673,Ljungby,0781
WA32786566,SE631249-147673,Älmhult,0765
WA32816061,SE714549-174531,Robertsfors,2409
WA32816847,SE699763-158069,Kramfors,2282
WA32830195,SE748912-172712,Gällivare,2523
WA32837477,SE707677-133829,Åre,2321
WA32840377,SE698264-159563,Kramfors,2282
WA32842898,SE763333-169132,Kiruna,2584
WA32848529,SE643293-130062,Storfors,1760
WA32853972,SE751942-158189,Gällivare,2523
WA32855829,SE728452-171514,Piteå,2581
WA32874178,SE684616-143886,Ljusdal,2161
WA32882034,SE728657-150750,Storuman,2421
WA32888407,SE684681-138366,Härjedalen,2361
WA32907372,SE756192-175531,Kiruna,2584
WA32909488,SE718392-174250,Skellefteå,2482
WA32924118,SE722477-144846,Vilhelmina,2462
WA32926687,SE670981-140798,Vansbro,2021
WA32929162,SE701253-160304,Sollefteå,2283
WA32938601,SE660373-164431,Österåker,0117
WA32952797,SE729740-168822,Arvidsjaur,2505
WA32980750,SE698249-138267,Berg,2326
WA32992753,SE682516-147881,Ljusdal,2161
WA32992753,SE682516-147881,Ovanåker,2121
WA32992818,SE634797-147347,Vetlanda,0685
WA32997616,SE629520-139912,Ljungby,0781
WA32998349,SE724246-161701,Malå,2418
WA33010392,SE749897-153430,Jokkmokk,2510
WA33016341,SE629499-141038,Alvesta,0764
WA33044849,SE721404-158937,Storuman,2421
WA33057800,SE700280-160585,Kramfors,2282
WA33081725,SE695208-149002,Bräcke,2305
WA33104800,SE656832-161545,Botkyrka,0127
WA33114126,SE632582-144486,Växjö,0780
WA33138830,SE700602-149076,Ragunda,2303
WA33139875,SE649596-150415,Norrköping,0581
WA33162675,SE665698-140769,Filipstad,1782
WA33174288,SE697361-133557,Berg,2326
WA33179992,SE723785-158485,Sorsele,2422
WA33181280,SE661052-436348,Karlstad,1780
WA33183336,SE697955-147728,Bräcke,2305
WA33190355,SE699201-146901,Bräcke,2305
WA33213257,SE760521-168445,Kiruna,2584
WA33224478,SE705979-148747,Strömsund,2313
WA33233974,SE666755-152800,Avesta,2084
WA33240897,SE653041-130112,Bengtsfors,1460
WA33240897,SE653041-130112,Mellerud,1461
WA33242128,SE697690-133653,Berg,2326
WA33246180,SE702736-163651,Örnsköldsvik,2284
WA33286838,SE712080-165701,Bjurholm,2403
WA33286838,SE712080-165701,Lycksele,2481
WA33291877,SE697846-157022,Sollefteå,2283
WA33294465,SE728929-178203,Luleå,2580
WA33298272,SE663440-525669,Lindesberg,1885
WA33298272,SE663440-525669,Skinnskatteberg,1904
WA33310537,SE683458-141344,Mora,2062
WA33314427,SE717811-147605,Dorotea,2425
WA33320919,SE628111-149232,Emmaboda,0862
WA33320919,SE628111-149232,Nybro,0881
WA33384698,SE727305-156200,Sorsele,2422
WA33389570,SE730218-167317,Arvidsjaur,2505
WA33408213,SE639814-153618,Västervik,0883
WA33419763,SE710348-168510,Vindeln,2404
WA33419763,SE710348-168510,Vännäs,2460
WA33446282,SE741943-159665,Jokkmokk,2510
WA33453920,SE684933-154973,Hudiksvall,2184
WA33460418,SE659400-129774,Årjäng,1765
WA33472560,SE716972-157889,Vilhelmina,2462
WA33503642,SE710833-142163,Krokom,2309
WA33517488,SE653899-147535,Hallsberg,1861
WA33526138,SE679028-139891,Älvdalen,2039
WA33537554,SE685438-132974,Älvdalen,2039
WA33559863,SE642122-148744,Kinda,0513
WA33565241,SE677856-134190,Malung-Sälen,2023
WA33565609,SE668976-134721,Torsby,1737
WA33570048,SE720282-456795,Strömsund,2313
WA33634063,SE703997-149791,Ragunda,2303
WA33638886,SE705279-144566,Krokom,2309
WA33642111,SE690915-151462,Ånge,2260
WA33643797,SE705211-138691,Krokom,2309
WA33643797,SE705211-138691,Åre,2321
WA33649202,SE737289-165788,Jokkmokk,2510
WA33657364,SE758550-167004,Kiruna,2584
WA33657844,SE709846-137042,Åre,2321
WA33685299,SE712478-161638,Åsele,2463
WA33721914,SE671930-147599,Borlänge,2081
WA33721914,SE671930-147599,Falun,2080
WA33735759,SE675122-154669,Ockelbo,2101
WA33747588,SE721973-166871,Norsjö,2417
WA33749973,SE696558-157433,Härnösand,2280
WA33749973,SE696558-157433,Timrå,2262
WA33758148,SE732495-151193,Sorsele,2422
WA33802137,SE652816-125218,Tanum,1435
WA33810368,SE718134-166885,Vindeln,2404
WA33829823,SE668028-139334,Malung-Sälen,2023
WA33829823,SE668028-139334,Torsby,1737
WA33840111,SE696754-153875,Sundsvall,2281
WA33846676,SE716407-170600,Skellefteå,2482
WA33851644,SE741824-164928,Jokkmokk,2510
WA33864913,SE652666-155161,Nyköping,0480
WA33872668,SE737363-183086,Överkalix,2513
WA33872668,SE737363-183086,Övertorneå,2518
WA33879554,SE734333-156570,Arjeplog,2506
WA33879875,SE665081-448330,Bengtsfors,1460
WA33882015,SE659631-151422,Köping,1983
WA33882355,SE730010-170281,Älvsbyn,2560
WA33888806,SE674578-143037,Mora,2062
WA33917441,SE656335-128898,Bengtsfors,1460
WA33933942,SE741655-171596,Gällivare,2523
WA33947559,SE708192-161962,Örnsköldsvik,2284
WA33953930,SE720161-154475,Vilhelmina,2462
WA33955018,SE707099-167251,Nordmaling,2401
WA33956491,SE737454-167571,Jokkmokk,2510
WA33964477,SE700022-135780,Åre,2321
WA34017164,SE683067-144879,Ljusdal,2161
WA34022762,SE757100-168150,Kiruna,2584
WA34024588,SE650802-127141,Färgelanda,1439
WA34024588,SE650802-127141,Munkedal,1430
WA34043515,SE661068-140822,Säffle,1785
WA34085179,SE636869-130895,Mark,1463
WA34085179,SE636869-130895,Varberg,1383
WA34102215,SE737142-180862,Överkalix,2513
WA34133055,SE684769-150101,Ljusdal,2161
WA34141399,SE746847-165434,Gällivare,2523
WA34149666,SE736084-154021,Arjeplog,2506
WA34170456,SE713823-171567,Umeå,2480
WA34185198,SE681803-154758,Bollnäs,2183
WA34185198,SE681803-154758,Söderhamn,2182
WA34190059,SE715338-152519,Dorotea,2425
WA34193328,SE738933-180060,Överkalix,2513
WA34193891,SE708157-162167,Örnsköldsvik,2284
WA34197209,SE730762-165704,Arvidsjaur,2505
WA34206792,SE643564-153999,Västervik,0883
WA34237600,SE695068-154971,Sundsvall,2281
WA34255435,SE701335-158957,Sollefteå,2283
WA34257672,SE667984-153569,Avesta,2084
WA34257900,SE748022-172412,Gällivare,2523
WA34259405,SE698800-156996,Sollefteå,2283
WA34269962,SE623201-146122,Ronneby,1081
WA34275626,SE632727-144170,Växjö,0780
WA34275991,SE710356-138759,Krokom,2309
WA34351730,SE635724-142864,Sävsjö,0684
WA34356161,SE714734-159398,Åsele,2463
WA34363638,SE697559-149011,Bräcke,2305
WA34381318,SE745131-160408,Jokkmokk,2510
WA34381793,SE660342-149267,Köping,1983
WA34400787,SE636742-148800,Hultsfred,0860
WA34400787,SE636742-148800,Vetlanda,0685
WA34423085,SE653164-130559,Bengtsfors,1460
WA34423085,SE653164-130559,Mellerud,1461
WA34423085,SE653164-130559,Åmål,1492
WA34425522,SE642489-151724,Västervik,0883
WA34436965,SE665276-163599,Uppsala,0380
WA34483084,SE674079-157018,Gävle,2180
WA34490890,SE717384-147235,Strömsund,2313
WA34491390,SE693106-154887,Sundsvall,2281
WA34521591,SE705570-135255,Åre,2321
WA34533889,SE627964-143691,Alvesta,0764
WA34533889,SE627964-143691,Tingsryd,0763
WA34533889,SE627964-143691,Växjö,0780
WA34534505,SE682315-154434,Bollnäs,2183
WA34534505,SE682315-154434,Hudiksvall,2184
WA34572833,SE755413-168450,Kiruna,2584
WA34585378,SE715169-145299,Strömsund,2313
WA34596502,SE730209-176029,Boden,2582
WA34613576,SE686799-141551,Härjedalen,2361
WA34620169,SE753150-174446,Kiruna,2584
WA34623923,SE704226-152143,Sollefteå,2283
WA34631142,SE711950-146497,Strömsund,2313
WA34662090,SE753305-169938,Kiruna,2584
WA34691627,SE722309-151076,Vilhelmina,2462
WA34703934,SE703229-159411,Örnsköldsvik,2284
WA34704452,SE714535-144948,Strömsund,2313
WA34755867,SE723671-163802,Malå,2418
WA34762863,SE702223-157674,Sollefteå,2283
WA34796249,SE712628-145640,Strömsund,2313
WA34800106,SE735375-149947,Arjeplog,2506
WA34800106,SE735375-149947,Sorsele,2422
WA34812285,SE658734-141838,Storfors,1760
WA34820016,SE730010-146443,Storuman,2421
WA34821114,SE712535-159793,Åsele,2463
WA34837547,SE714433-159941,Åsele,2463
WA34853727,SE725205-146988,Vilhelmina,2462
WA34860159,SE709161-158377,Åsele,2463
WA34867275,SE749065-158363,Jokkmokk,2510
WA34879956,SE663148-146325,Norrtälje,0188
WA34879956,SE663148-146325,Uppsala,0380
WA34882307,SE691955-146362,Härjedalen,2361
WA34882307,SE691955-146362,Ånge,2260
WA34895097,SE698433-162496,Kramfors,2282
WA34897206,SE666226-143089,Ludvika,2085
WA34925502,SE757875-177381,Kiruna,2584
WA34925560,SE748056-159522,Jokkmokk,2510
WA34941577,SE733407-162298,Arjeplog,2506
WA34946468,SE660231-143376,Hällefors,1863
WA34946468,SE660231-143376,Nora,1884
WA34956160,SE727934-177084,Piteå,2581
WA34964857,SE704397-161403,Örnsköldsvik,2284
WA35026149,SE674001-136647,Malung-Sälen,2023
WA35033061,SE635649-134713,Gislaved,0662
WA35033061,SE635649-134713,Svenljunga,1465
WA35033061,SE635649-134713,Tranemo,1452
WA35063317,SE726738-168723,Piteå,2581
WA35067752,SE664016-149207,Skinnskatteberg,1904
WA35078649,SE727888-164123,Arvidsjaur,2505
WA35096350,SE732007-179018,Luleå,2580
WA35119190,SE713851-144068,Strömsund,2313
WA35127714,SE721575-154175,Storuman,2421
WA35151035,SE685150-145155,Ljusdal,2161
WA35154811,SE663115-145599,Uppsala,0380
WA35160313,SE742871-176773,Gällivare,2523
WA35164181,SE724526-151088,Vilhelmina,2462
WA35176185,SE746514-166745,Gällivare,2523
WA35183333,SE714175-175167,Robertsfors,2409
WA35184780,SE673980-143275,Leksand,2029
WA35184780,SE673980-143275,Mora,2062
WA35197695,SE732159-166192,Arvidsjaur,2505
WA35202044,SE696180-146969,Bräcke,2305
WA35203072,SE706314-168243,Nordmaling,2401
WA35226577,SE748693-166210,Gällivare,2523
WA35274494,SE697853-143720,Berg,2326
WA35274494,SE697853-143720,Östersund,2380
WA35275097,SE699043-151730,Bräcke,2305
WA35285204,SE693622-151126,Ånge,2260
WA35303137,SE699283-162250,Kramfors,2282
WA35307708,SE632641-150603,Nybro,0881
WA35314953,SE735260-162730,Arjeplog,2506
WA35325054,SE648610-152098,Norrköping,0581
WA35325054,SE648610-152098,Söderköping,0582
WA35351437,SE643716-139886,Habo,0643
WA35364139,SE747514-152317,Jokkmokk,2510
WA35370065,SE639319-127783,Mölndal,1481
WA35379212,SE680187-150795,Ovanåker,2121
WA35392547,SE717181-153354,Vilhelmina,2462
WA35393430,SE707115-172079,Umeå,2480
WA35402246,SE674637-148436,Falun,2080
WA35402246,SE674637-148436,Leksand,2029
WA35434293,SE695356-159756,Härnösand,2280
WA35470742,SE670303-151814,Hedemora,2083
WA35499101,SE736354-184117,Övertorneå,2518
WA35514129,SE711178-456369,Krokom,2309
WA35516954,SE683834-133404,Älvdalen,2039
WA35522079,SE685224-153362,Hudiksvall,2184
WA35525882,SE655864-155274,Uppsala,0380
WA35545913,SE694193-158618,Timrå,2262
WA35556127,SE683120-154174,Bollnäs,2183
WA35556127,SE683120-154174,Hudiksvall,2184
WA35557387,SE638590-129348,Mark,1463
WA35564155,SE640458-130232,Bollebygd,1443
WA35591716,SE700356-162715,Kramfors,2282
WA35596482,SE678408-151358,Bollnäs,2183
WA35596482,SE678408-151358,Ovanåker,2121
WA35608249,SE754338-169959,Kiruna,2584
WA35613704,SE652198-150034,Finspång,0562
WA35618060,SE734300-177228,Boden,2582
WA35649915,SE677205-152809,Bollnäs,2183
WA35678323,SE735255-163690,Arjeplog,2506
WA35680326,SE729822-146327,Storuman,2421
WA35690651,SE702387-141807,Krokom,2309
WA35711665,SE733033-181091,Kalix,2514
WA35725542,SE692322-131657,Härjedalen,2361
WA35760014,SE701630-159747,Sollefteå,2283
WA35810874,SE716751-175304,Skellefteå,2482
WA35867469,SE704075-131970,Åre,2321
WA35898950,SE706167-149226,Strömsund,2313
WA35911495,SE704491-141206,Krokom,2309
WA35930539,SE735003-176448,Boden,2582
WA35955729,SE705065-133028,Åre,2321
WA35963714,SE706842-133240,Åre,2321
WA36037636,SE683993-142028,Härjedalen,2361
WA36066348,SE720606-170864,Skellefteå,2482
WA36068795,SE731545-176897,Boden,2582
WA36069864,SE687824-153353,Hudiksvall,2184
WA36075502,SE715545-164780,Lycksele,2481
WA36084210,SE657041-163174,Huddinge,0126
WA36084210,SE657041-163174,Stockholm,0180
WA36085175,SE669733-151255,Hedemora,2083
WA36102124,SE675103-150741,Falun,2080
WA36113107,SE633510-130096,Varberg,1383
WA36120928,SE696195-144830,Berg,2326
WA36120928,SE696195-144830,Bräcke,2305
WA36131769,SE747822-154133,Jokkmokk,2510
WA36160232,SE723196-164448,Malå,2418
WA36163542,SE689318-131670,Älvdalen,2039
WA36169915,SE696666-158745,Härnösand,2280
WA36174902,SE749154-172480,Gällivare,2523
WA36186267,SE651198-148522,Finspång,0562
WA36186267,SE651198-148522,Motala,0583
WA36197390,SE641581-142224,Aneby,0604
WA36197390,SE641581-142224,Jönköping,0680
WA36211784,SE681401-156820,Hudiksvall,2184
WA36223949,SE709047-164696,Bjurholm,2403
WA36224807,SE644635-148471,Kinda,0513
WA36224807,SE644635-148471,Linköping,0580
WA36226783,SE710049-164151,Bjurholm,2403
WA36257309,SE720930-146867,Vilhelmina,2462
WA36287473,SE710474-151074,Strömsund,2313
WA36297018,SE711487-163548,Åsele,2463
WA36316604,SE668746-148330,Säter,2082
WA36324501,SE706190-165534,Örnsköldsvik,2284
WA36357019,SE653544-162039,Nynäshamn,0192
WA36358894,SE641068-129720,Lerum,1441
WA36360370,SE700038-155406,Sollefteå,2283
WA36368006,SE733821-166193,Jokkmokk,2510
WA36377187,SE716290-145642,Strömsund,2313
WA36392054,SE689253-148040,Härjedalen,2361
WA36392054,SE689253-148040,Ljusdal,2161
WA36399385,SE654089-151933,Katrineholm,0483
WA36404584,SE690877-145237,Härjedalen,2361
WA36415489,SE757646-176907,Kiruna,2584
WA36420912,SE695804-138333,Berg,2326
WA36427643,SE624528-147251,Karlskrona,1080
WA36427643,SE624528-147251,Ronneby,1081
WA36429579,SE712152-146185,Strömsund,2313
WA36440618,SE671446-150748,Säter,2082
WA36464025,SE707881-139208,Krokom,2309
WA36467511,SE713693-160041,Åsele,2463
WA36488466,SE639017-144472,Eksjö,0686
WA36499477,SE721614-157353,Storuman,2421
WA36513378,SE655087-129475,Bengtsfors,1460
WA36513378,SE655087-129475,Årjäng,1765
WA36520779,SE707055-153040,Strömsund,2313
WA36522591,SE709626-158659,Åsele,2463
WA36528333,SE673649-136631,Malung-Sälen,2023
WA36533763,SE690837-154126,Sundsvall,2281
WA36556287,SE746937-155608,Jokkmokk,2510
WA36556468,SE700008-160311,Kramfors,2282
WA36556871,SE758655-675347,Kiruna,2584
WA36557458,SE709216-138484,Krokom,2309
WA36585053,SE720511-154314,Vilhelmina,2462
WA36627802,SE698155-149082,Bräcke,2305
WA36631702,SE707968-134131,Åre,2321
WA36660563,SE725458-169354,Skellefteå,2482
WA36674444,SE703890-164324,Örnsköldsvik,2284
WA36682474,SE666027-154021,Sala,1981
WA36688881,SE693967-157326,Sundsvall,2281
WA36699944,SE695711-149148,Bräcke,2305
WA36704334,SE640619-129618,Lerum,1441
WA36763540,SE725385-146910,Vilhelmina,2462
WA36767149,SE689615-135120,Härjedalen,2361
WA36768999,SE687377-154624,Hudiksvall,2184
WA36775369,SE703391-157966,Sollefteå,2283
WA36784133,SE662297-159788,Enköping,0381
WA36784133,SE662297-159788,Håbo,0305
WA36785702,SE737319-171108,Jokkmokk,2510
WA36790015,SE647468-577565,Söderköping,0582
WA36790054,SE734693-174985,Boden,2582
WA36818659,SE716717-158596,Vilhelmina,2462
WA36834008,SE689051-152059,Hudiksvall,2184
WA36841132,SE689945-140214,Härjedalen,2361
WA36841473,SE741600-160110,Jokkmokk,2510
WA36858434,SE737466-154607,Arjeplog,2506
WA36880795,SE749328-159270,Jokkmokk,2510
WA36881332,SE700470-138839,Åre,2321
WA36889742,SE642136-144141,Aneby,0604
WA36896526,SE722293-162959,Lycksele,2481
WA36896526,SE722293-162959,Malå,2418
WA36906705,SE657042-141128,Degerfors,1862
WA36906705,SE657042-141128,Kristinehamn,1781
WA36915952,SE682606-151335,Bollnäs,2183
WA36915952,SE682606-151335,Ljusdal,2161
WA36917193,SE725725-157875,Sorsele,2422
WA36922312,SE664335-131460,Arvika,1784
WA36936016,SE715811-142949,Strömsund,2313
WA36937721,SE652707-159032,Ljusnarsberg,1864
WA36940485,SE665138-164175,Lindesberg,1885
WA36940485,SE665138-164175,Ljusnarsberg,1864
WA36950666,SE711472-170309,Umeå,2480
WA36951990,SE629786-142525,Alvesta,0764
WA36951990,SE629786-142525,Växjö,0780
WA36952767,SE725112-159772,Sorsele,2422
WA36961215,SE669616-150732,Hedemora,2083
WA36961215,SE669616-150732,Säter,2082
WA36981635,SE662474-145600,Lindesberg,1885
WA37007806,SE725058-148629,Vilhelmina,2462
WA37009251,SE713001-145854,Strömsund,2313
WA37010953,SE716326-162931,Lycksele,2481
WA37011374,SE691273-132290,Härjedalen,2361
WA37013406,SE713566-161688,Åsele,2463
WA37027486,SE740218-169641,Jokkmokk,2510
WA37032700,SE725909-153472,Storuman,2421
WA37036424,SE746453-554037,,
WA37037163,SE681930-146645,Rättvik,2031
WA37039457,SE712382-144961,Krokom,2309
WA37061511,SE698358-138173,Berg,2326
WA37080356,SE720524-157938,Storuman,2421
WA37091693,SE736587-158853,Arjeplog,2506
WA37133875,SE675750-152322,Ockelbo,2101
WA37138975,SE716957-148342,Dorotea,2425
WA37140665,SE652745-144911,Askersund,1882
WA37148727,SE721872-168280,Norsjö,2417
WA37157631,SE692087-134718,Härjedalen,2361
WA37225679,SE694829-154644,Sundsvall,2281
WA37237278,SE629026-147562,Emmaboda,0862
WA37238350,SE697848-152025,Bräcke,2305
WA37241815,SE724664-165694,Arvidsjaur,2505
WA37241815,SE724664-165694,Malå,2418
WA37266807,SE697379-161157,Kramfors,2282
WA37274413,SE653365-131293,Åmål,1492
WA37281772,SE691463-154400,Sundsvall,2281
WA37291221,SE732901-177370,Boden,2582
WA37299701,SE675166-155894,Gävle,2180
WA37299701,SE675166-155894,Ockelbo,2101
WA37308437,SE696635-145066,Berg,2326
WA37308437,SE696635-145066,Bräcke,2305
WA37308931,SE745399-165022,Jokkmokk,2510
WA37309093,SE636348-146279,Vetlanda,0685
WA37325730,SE692284-152147,Ånge,2260
WA37343284,SE651686-130685,Mellerud,1461
WA37366496,SE684617-143791,Ljusdal,2161
WA37380071,SE713373-174845,Robertsfors,2409
WA37385162,SE653417-144637,Askersund,1882
WA37400629,SE697641-157433,Härnösand,2280
WA37400629,SE697641-157433,Sollefteå,2283
WA37412780,SE751724-161456,Gällivare,2523
WA37424054,SE749141-173864,Gällivare,2523
WA37461041,SE705178-139789,Krokom,2309
WA37475242,SE706886-135522,Åre,2321
WA37519890,SE673959-158152,Gävle,2180
WA37536949,SE709425-139702,Krokom,2309
WA37541004,SE674667-140919,Mora,2062
WA37578120,SE736280-183338,Överkalix,2513
WA37580727,SE695202-150699,Ånge,2260
WA37585752,SE712322-159250,Åsele,2463
WA37590050,SE712597-160044,Åsele,2463
WA37622395,SE690365-150048,Ljusdal,2161
WA37626440,SE719778-166599,Norsjö,2417
WA37664539,SE640044-142202,Linköping,0580
WA37665279,SE758190-173572,Kiruna,2584
WA37665450,SE682131-146713,Rättvik,2031
WA37693684,SE707650-162735,Örnsköldsvik,2284
WA37703004,SE719566-152241,Vilhelmina,2462
WA37704103,SE702328-162466,Örnsköldsvik,2284
WA37724387,SE735884-181575,Kalix,2514
WA37724387,SE735884-181575,Överkalix,2513
WA37744461,SE679180-147697,Rättvik,2031
WA37747720,SE729068-833633,Luleå,2580
WA37755054,SE655152-128027,Dals-Ed,1438
WA37798854,SE651102-153566,Nyköping,0480
WA37803233,SE661720-138068,Karlstad,1780
WA37804245,SE757070-174610,Kiruna,2584
WA37818495,SE695729-157640,Timrå,2262
WA37821402,SE722267-168457,Norsjö,2417
WA37845962,SE759268-179270,Kiruna,2584
WA37847802,SE707621-144395,Krokom,2309
WA37862240,SE671615-145672,Gagnef,2026
WA37869241,SE684198-156356,Hudiksvall,2184
WA37869504,SE653202-157022,Nyköping,0480
WA37891047,SE676300-154776,Ockelbo,2101
WA37947445,SE631690-145084,Växjö,0780
WA37952901,SE716260-147187,Strömsund,2313
WA37955021,SE672042-152996,Hofors,2104
WA37955021,SE672042-152996,Sandviken,2181
WA37961504,SE691174-155196,Sundsvall,2281
WA37973183,SE640873-128461,Filipstad,1782
WA37973183,SE640873-128461,Storfors,1760
WA37976459,SE703002-159461,Örnsköldsvik,2284
WA38017539,SE644235-151811,Västervik,0883
WA38017539,SE644235-151811,Åtvidaberg,0561
WA38025042,SE741644-176424,Gällivare,2523
WA38030476,SE710087-159256,Åsele,2463
WA38036860,SE629089-133568,Halmstad,1380
WA38040997,SE667960-135747,Hagfors,1783
WA38040997,SE667960-135747,Torsby,1737
WA38062740,SE716236-145436,Strömsund,2313
WA38065932,SE748723-175696,Gällivare,2523
WA38073900,SE673671-135906,Malung-Sälen,2023
WA38089188,SE669253-139468,Malung-Sälen,2023
WA38106594,SE717560-158439,Lycksele,2481
WA38106594,SE717560-158439,Vilhelmina,2462
WA38109593,SE729035-165551,Arvidsjaur,2505
WA38121693,SE659062-152638,Eskilstuna,0484
WA38130319,SE662994-166164,Norrtälje,0188
WA38131460,SE735747-166899,Jokkmokk,2510
WA38134837,SE719646-159434,Lycksele,2481
WA38134837,SE719646-159434,Storuman,2421
WA38142949,SE749157-154408,Jokkmokk,2510
WA38154559,SE747085-167566,Gällivare,2523
WA38172615,SE714589-170446,Vindeln,2404
WA38172937,SE759713-174004,Kiruna,2584
WA38176494,SE677023-145872,Mora,2062
WA38176494,SE677023-145872,Orsa,2034
WA38176494,SE677023-145872,Rättvik,2031
WA38183487,SE707350-138842,Krokom,2309
WA38184946,SE703221-161853,Örnsköldsvik,2284
WA38192030,SE660761-146758,Lindesberg,1885
WA38195903,SE675691-135576,Malung-Sälen,2023
WA38199242,SE683419-478257,Ljusdal,2161
WA38215454,SE313-365-L,Filipstad,1782
WA38217597,SE624815-138826,Osby,1273
WA38219329,SE705389-134389,Åre,2321
WA38225324,SE745249-160546,Jokkmokk,2510
WA38227902,SE654719-144724,Hallsberg,1861
WA38246156,SE715730-168942,Vindeln,2404
WA38258233,SE680477-141389,Mora,2062
WA38258899,SE689889-152277,Nordanstig,2132
WA38275021,SE649061-147685,Linköping,0580
WA38275021,SE649061-147685,Motala,0583
WA38277866,SE626473-143260,Tingsryd,0763
WA38279263,SE651884-144722,Askersund,1882
WA38281062,SE681414-154051,Bollnäs,2183
WA38281548,SE683393-146465,Ljusdal,2161
WA38314148,SE685796-157081,Hudiksvall,2184
WA38318693,SE751186-169510,Gällivare,2523
WA38319863,SE698758-155293,Ragunda,2303
WA38328242,SE716390-144978,Strömsund,2313
WA38346856,SE708718-163032,Örnsköldsvik,2284
WA38350845,SE704955-159090,Örnsköldsvik,2284
WA38355954,SE703903-160216,Örnsköldsvik,2284
WA38374622,SE740141-169085,Jokkmokk,2510
WA38419505,SE677097-149458,Falun,2080
WA38419505,SE677097-149458,Ovanåker,2121
WA38419505,SE677097-149458,Rättvik,2031
WA38433579,SE707070-150791,Strömsund,2313
WA38437766,SE715911-158246,Vilhelmina,2462
WA38449534,SE728189-165568,Arvidsjaur,2505
WA38457903,SE668876-152219,Hedemora,2083
WA38525960,SE722456-149776,Vilhelmina,2462
WA38526958,SE630747-147145,Uppvidinge,0760
WA38531683,SE741849-167985,Jokkmokk,2510
WA38535539,SE656640-164224,Tyresö,0138
WA38552789,SE729430-173465,Älvsbyn,2560
WA38566211,SE708244-142522,Krokom,2309
WA38573573,SE680617-150508,Ovanåker,2121
WA38583939,SE740120-182680,Övertorneå,2518
WA38584377,SE730898-158748,Arjeplog,2506
WA38597791,SE693998-160304,Härnösand,2280
WA38610982,SE741334-183726,Övertorneå,2518
WA38624788,SE707578-160992,Örnsköldsvik,2284
WA38658744,SE735223-178235,Luleå,2580
WA38670504,SE691161-136173,Härjedalen,2361
WA38671206,SE685438-153460,Hudiksvall,2184
WA38691514,SE313-358-L,Eda,1730
WA38715001,SE716524-176808,Skellefteå,2482
WA38730213,SE639362-134159,Borås,1490
WA38730213,SE639362-134159,Svenljunga,1465
WA38760283,SE728271-157578,Sorsele,2422
WA38764705,SE710600-156549,Åsele,2463
WA38780214,SE308-38274-L,Åre,2321
WA38782944,SE704126-160861,Örnsköldsvik,2284
WA38792784,SE671047-140047,Vansbro,2021
WA38803464,SE679885-153715,Bollnäs,2183
WA38808905,SE706521-157045,Sollefteå,2283
WA38818656,SE749053-174029,Gällivare,2523
WA38842796,SE726979-153817,Sorsele,2422
WA38856036,SE705021-139287,Krokom,2309
WA38864916,SE689295-147721,Härjedalen,2361
WA38865871,SE642381-152945,Västervik,0883
WA38888438,SE749058-173977,Gällivare,2523
WA38895921,SE701444-138538,Krokom,2309
WA38895921,SE701444-138538,Åre,2321
WA38904442,SE715804-172509,Skellefteå,2482
WA38935729,SE691252-145581,Ånge,2260
WA38944949,SE695708-151390,Bräcke,2305
WA39009722,SE737268-173031,Boden,2582
WA39024728,SE716110-169798,Skellefteå,2482
WA39024728,SE716110-169798,Vindeln,2404
WA39048725,SE667336-138615,Hagfors,1783
WA39050124,SE710014-153897,Strömsund,2313
WA39054587,SE700923-156012,Sollefteå,2283
WA39065574,SE624976-138228,Hässleholm,1293
WA39065574,SE624976-138228,Osby,1273
